Hato	Lote	Grupo	Ubicación	ID	Referencia	Color	Raza	Sexo/ tipo	Padre	Madre gen.	Madre 	Edad	Estado	Nacimiento	Peso nacim.	Destete	Peso destete	kg/d destete	Fecha ultimo peso	Ultimo peso	kg/d dest/últ	kg/d nac./últ.	Entrada	Origen	Peso entrada	Valor entrada	Salida	Destino	Peso salida	Valor salida	kg ganados	$ ganados	kg/d	$/d	Int. entre partos	No. crías	kg.prom. nacim.	kg dest. (vida)	Valor prom. destete	kg/d al destete /IEP	$/d  al destete	Leche lact. (vida)	Leche 305d (vida)	Leche vida vs.hato	Prot. vida vs.hato	Grasa vida vs.hato	Leche /día/IEP	Prot /día	Grasa /día	Costo /día	P	Ult. parto	1er. celo	Ult. celo	Toro programado	1er ser	# ser	Ult. servicio	Toro últ.serv.	Dias serv	Ult. diag. preñez	Ult. resultado	Preñada del toro	Concepción	Días preñez	No. crías	Destete	kg dest.	$ dest.	Secado	Leche lactan.	Leche 305d	Prot. lac. kg	Prot. 305d  kg	Grasa lact. kg	Grasa 305d kg	Lt  Lact. vs.hato	Prot. lac vs hato	Grasa lac. vs hato	Costo eventos	Prot.% prom	Grasa% prom	Lac.% prom	CSS'000 prom	Fecha últ. leche	Ult. leche	%últ. prot.	%últ. grasa	%últ. lacto.	Ult. CCS '000	Próximo parto 	Nombre	Numero	Registro	Id. Electrónica	Nombre largo	Retiro leche hasta	Retiro carne hasta	Cría (este parto)	AM	PM	TOTAL	Fecha inicio lactoinducción	Comentarios	Mes últ. parto	Mes prox. parto	Estado fertilidad	Estado lactancia	Toro últ. parto	Edad 1er. parto	Peso 1er. parto	Inicio servicio	Ult. TE	Donadora	Ult. aborto	No. abo (vida)	Tercio lactancia	Días al pico	Prod. al pico	Leche acumulada	Leche/día acum.	Leche/ día vida	Conc./ día 	Conc. acumulado	Conc./leche actual	Conc./leche acumulado	Días secos (actual)	Prom. días secos	Kg/día 	kg/día desde entrada	Ult. cond. corporal	Cond. corp.	Abuelo materno	Leche lact. madre	Leche 305d madre	Leche vrs. hato 	kg/dia al destete 	kg/día dest (vida)	Reg. leche	Life high SCC	Curr. high SCC	Mast. vida	Mast. act.	Cojera vida	Cojera act.	Prom part -conc.	Vida serv-concep.	Prog. Novillas	Prog. vacas	Prog. machos
ISLA		JCAL		2247                			HO	He:Rp	83	2483	2483	5a5m	Ser/Lac	18/11/2015	35.0	19/11/2015...1	35.4	0.429	12/05/2017541	426.0	0.723	0.723							500.0		500.0		0.255		477	1	35.0	35.4		0.074		5'708	5'248	91%	100%	100%	10.7			$104	 3	20/10/2020187	19/12/2020.60	11/04/2021173		26/12/2020.67	4	11/04/2021173	28	14	10/03/2021141	Negativo O					21/10/2020...1				6'398	6'398					94%	100%	100%	$67'500					15/04/2021177	22.8						2247	2247		900113000082699										2020/10 (octubre)		Ser	Lac		2a3m	457	9/10/2021				2	2 101-200	177	22.8	3'730	21.1	16.7	7.0	1'125	0.307	0.302		111					98	5'885	5'881	99%			59	0	0	0	0	0	0	195	6.0		2705	
ISLA		JCAL		2249                			HO	He:Rp	88	6054	6054	5a5m	Ser/Lac	18/11/2015	35.0	19/11/2015...1	35.2	0.190	12/05/2017541	335.0	0.555	0.555							500.0		500.0		0.253		471	3	35.0	35.5	$110'000	0.075	$234	5'753	5'450	95%	100%	100%	10.8			$68	 3	9/12/2020137	10/01/2021.32	17/04/2021129		6/02/2021...59	2	17/04/2021129	116	8	7/04/2021.119	Negativo				1	10/12/2020...1	35.5			6'433	6'433					107%	100%	100%	$52'500					15/04/2021127	20.8						2249	2249		900113000082730				M-2249-3(Ma:Rp)						2020/12 (diciembre)		Ser	Lac	106	2a5m	488	28/11/2021			7/04/2021	2	2 101-200	82	27.1	3'139	24.7	16.9	9.0	961	0.433	0.306		100						6'034	5'621	92%			56	0	0	1	0	1	0	190	3.7			
RC		R 1		2253                			HO	He:Rp	89	1739	1739	5a4m	Ser/Lac	26/11/2015	35.0	27/11/2015...1	35.1	0.077	12/05/2017533	427.0	0.737	0.735							500.0		500.0		0.256		500	3	35.0	36.0	$55'198	0.072	$110	8'298	7'359	128%	100%	100%	14.4			$148	 3	5/01/2021110	6/03/2021...60	10/04/2021.95		6/03/2021...60	2	10/04/2021.95	116	15	7/04/2021...92	Negativo  				1	6/01/2021.....1	35.5			9'862	9'862					152%	100%	100%	$82'500					15/04/2021100	35.5						2253	2253		900113000056961				M-2253-3(He:Rp)						2021/01 (enero)		Ser	Lac	80	2a4m	468	25/12/2021					2 101-200	83	37.3	3'442	34.4	20.9	10.0	1'000	0.282	0.291		72					71	7'561	6'918	123%			64	0	0	0	0	0	0	216	4.7			
ISLA		HO.JU		2255                			HO	He:Rp	85	1608	1608	5a4m	PR/Horra	27/11/2015	35.0	28/11/2015...1	35.7	0.667	12/05/2017532	399.0	0.684	0.684							500.0		500.0		0.349		414	3	35.0	35.4		0.086		5'784	5'574	97%	100%	100%	14.0			$123	 3	13/03/2020408	16/05/2020.64	17/10/2020218		16/05/2020.64	5	17/10/2020218	102	190	16/12/2020278	Cargada	102	17/10/2020218	190	1	14/03/2020...1	35.5		15/03/2021367	8'051	7'421					111%	100%	100%	$53'900					15/03/2021367	5.9					26/07/2021500	2255	2255		900113000056964				M-2255-3(Ma:Rp)						2020/03 (marzo)	2021/07 (julio)	PR	Horra	20	2a3m	448	2/03/2021			12/08/2020	1	3 >200	67	33.2	8'051	21.9	18.4	0.0	2'316	0.000	0.288	133	99					45	5'853	5'633	106%			62	0	0	9	1	0	0	136	2.5			
ISLA		PARAI		2256                			HO	He:Rp	85	1634	1634	5a4m	Ca/Lac	28/11/2015	35.0	29/11/2015...1	35.2	0.182	12/05/2017531	452.0	0.786	0.785							500.0		500.0		0.315		426	3	35.0	35.7	$110'000	0.084	$258	5'929	5'496	95%	100%	100%	12.5			$119	 3	25/06/2020304	21/08/2020.57	29/03/2021277		21/08/2020.57	2	28/09/2020.95	103	209	2/12/2020.160	Cargada He				1	26/06/2020...1	36.0			6'177	6'177					98%	100%	100%	$28'000					15/04/2021294	17.8						2256	2256		900113000056903				374(He:Rp)						2020/06 (junio)		Ca	Lac	26	2a2m	444	14/06/2021			10/03/2021	2	3 >200	49	28.2	6'018	20.5	17.5	5.0	1'868	0.281	0.310		63					68	5'492	5'300	90%			66	0	0	5	0	0	0	146	2.7			
ISLA		JCAL		2264                			HO	He:Rp	85	8093	8093	5a4m	PR/Lac	9/12/2015	35.0	10/12/2015...1	35.1	0.148	12/05/2017520	361.0	0.628	0.627							500.0		500.0		0.318		409	3	35.0	35.5	$105'000	0.087	$257	5'675	5'796	102%	100%	100%	14.7			$123	 3	25/06/2020304	22/08/2020.58	4/10/2020.101		22/08/2020.58	3	4/10/2020.101	112	203	2/12/2020.160	Cargada Ma	112	4/10/2020.101	203	1	26/06/2020...1	35.5	$100'000	14/05/2021323	7'251	6'872					109%	100%	100%	$75'000					15/04/2021294	20.3					13/07/2021383	2264	2264		900113000082718				M-2264-3(Ma:Rp)						2020/06 (junio)	2021/07 (julio)	PR	Lac	26	2a2m	443	14/06/2021					3 >200	112	27.7	6'690	22.8	19.2	5.0	2'080	0.246	0.311		100					98	6'648	6'369	109%			61	0	0	0	0	0	0	129	2.3			
RC		R 1		2266                				He:Rp	85	1579	1579	5a4m	Ser/Lac	12/12/2015	35.0	13/12/2015...1	35.5	0.500	12/05/2017517	399.0	0.704	0.704							500.0		500.0		0.287		423	3	36.7	37.2	$110'000	0.088	$260	4'947	5'036	89%	100%	100%	10.1			$148	 3	6/12/2020140	17/01/2021.42	21/03/2021105		6/02/2021...62	3	21/03/2021105	116	35						1	7/12/2020.....1	40.5			5'654	5'654					95%	100%	100%	$112'500					15/04/2021130	18.0						2266	2266		900113000082733				466(He:Rp)						2020/12 (diciembre)		Ser	Lac	108	2a8m	500	25/11/2021					2 101-200	40	24.1	2'848	21.9	16.3	7.0	880	0.389	0.309		97					66	6'715	5'911	121%			51	0	0	1	0	0	0	144	4.0	466		
ISLA		HO.JU		2268                	ISLA		HO	He:Rp	85	1150	1150	5a4m	PR/Horra	21/12/2015	35.0	22/12/2015...1	35.6	0.600	12/05/2017508	387.0	0.693	0.693							500.0		500.0		0.263		398	2	35.0	35.6	$100'000	0.089	$251	5'590	5'590	123%	100%	100%	14.0			$176	 2	5/06/2020324	1/07/2020...26	8/08/2020...64		8/08/2020...64	1	8/08/2020...64	104	260	7/10/2020.124	Cargada Ma	104	8/08/2020...64	260	1	6/06/2020.....1	35.5	$100'000	15/03/2021283	7'182	7'182					127%	100%	100%	$37'900					15/03/2021283	20.1					17/05/2021346	2268	2268		900113000082732				M-2268-2(Ma:Rp)						2020/06 (junio)	2021/05 (mayo)	PR	Horra	1	3a2m	500	25/05/2021				1	3 >200	25	30.2	7'182	25.4	23.1	0.0	2'155	0.000	0.300	63	156					45	6'528	6'320	107%			30	0	0	0	0	0	0	111	3.7	123		
ISLA		JCAL		2269                			HO	He:Rp	88	1642	1642	5a4m	PR/Lac	21/12/2015	35.0	22/12/2015...1	35.8	0.800	12/05/2017508	384.0	0.687	0.687							500.0		500.0		0.259		419	3	36.0	36.2	$867	0.086	$2	5'191	4'892	85%	100%	100%	12.0			$42	 3	2/09/2020235	31/10/2020.59	31/10/2020.59		31/10/2020.59	1	31/10/2020.59	116	176	13/01/2021133	Cargada Ma	116	31/10/2020.59	176	1	3/09/2020.....1	38.0		10/06/2021281	5'645	5'645					96%	100%	100%	$37'500					15/04/2021225	16.4					9/08/2021.341	2269	2269		900113000082715				401(He:Rp)						2020/09 (septiembre)	2021/08 (agosto)	PR	Lac	105	2a2m	436	22/08/2021					3 >200	43	27.6	4'765	21.2	15.7	5.0	1'465	0.305	0.307		87					55	8'384	7'615	130%			62	0	0	0	0	0	0	140	2.0	115; 401		
ISLA		PARAI		2270                			HO	He:Rp	85	6153	6153	5a3m	Nc/Lac	27/12/2015	35.0	28/12/2015...1	34.9	-0.111	31/08/2017613	374.0	0.554	0.553							500.0		500.0		0.278		473	3	35.0	35.4	$110'000	0.075	$233	6'125	5'676	100%	100%	100%	9.9			$25	 3	19/03/202137					0									1	20/03/2021...1	35.5			7'394	7'394					112%	100%	100%						15/04/2021.27	26.3						2270	2270		900113000082772				M-2270-3(Ma:Rp)						2021/03 (marzo)		Nc	Lac	103	2a7m	500	8/03/2022				1	1 0-100	27	26.3	667	24.7	16.3	9.0	189	0.342	0.283		91					44	7'210	6'420	107%			51	0	0	0	0	1	0	192	3.0	2790		
RC		R 3		2272                			HO	He:Rp	85	8099	8099	5a3m	Ser/Lac	26/12/2015	35.0	27/12/2015...1	35.1	0.100	20/06/2017542	342.0	0.567	0.566							500.0		500.0		0.295		362	3	37.3	37.4		0.103		5'283	5'656	98%	100%	100%	12.2			$131	 3	29/10/2020178	14/11/2020.16	20/03/2021142		26/12/2020.58	4	20/03/2021142	102	36	10/03/2021132	Negativo O				1	30/10/2020...1	42.1			6'486	6'486					101%	100%	100%	$79'000					15/04/2021168	21.5						2272	2272		900113000082714				434(He:Rp)						2020/10 (octubre)		Ser	Lac	108	2a10m	500	18/10/2021				1	2 101-200	62	24.9	3'808	22.7	18.5	7.0	1'080	0.326	0.284		57					98	6'729	5'989	107%			51	0	0	0	0	0	0	81	2.0	246; 434	41	
RC		R 1		2273                	ISLA		HO	He:Rp	89	1857	1857	5a4m	PR/Lac	25/12/2015	35.0	26/12/2015...1	35.1	0.091	10/03/20201537	582.0	0.356	0.356							500.0		500.0		0.337		428	3	35.0	35.5	$110'000	0.083	$257	6'060	6'669	116%	100%	100%	17.2			$179	 3	4/05/2020356	17/06/2020.44	13/11/2020193		11/07/2020.68	4	13/11/2020193	102	163	13/01/2021254	Cargada He	102	13/11/2020193	163	1	5/05/2020.....1	35.5		23/06/2021415	11'184	9'134					144%	100%	100%	$121'400					15/04/2021346	18.3					22/08/2021475	2273	2273		900113000082717				G1868(He:Rp)						2020/05 (mayo)	2021/08 (agosto)	PR	Lac	101	2a1m	427	23/04/2021			26/08/2020	2	3 >200	40	40.1	9'988	28.9	21.9	5.0	3'066	0.273	0.307		73					71	7'463	6'901	121%			66	1	0	0	0	0	0	143	2.8			
ISLA		JCAL		2274                			HO	He:Rp	85	1470	1470	5a3m	PR/Lac	26/12/2015	35.0	27/12/2015...1	35.9	0.900	12/05/2017503	388.0	0.701	0.702							500.0		500.0		0.260		404	3	35.0	35.5	$105'000	0.088	$260	6'157	5'787	100%	100%	100%	14.9			$153	 3	6/08/2020262	17/10/2020.72	17/10/2020.72		17/10/2020.72	1	17/10/2020.72	116	190	16/12/2020132	Cargada	116	17/10/2020.72	190	1	7/08/2020.....1	35.5	$100'000	27/05/2021294	6'666	6'666					106%	100%	100%	$37'500					15/04/2021252	21.5					26/07/2021354	2274	2274		900113000082737				M-2274-3(Ma:Rp)						2020/08 (agosto)	2021/07 (julio)	PR	Lac	1	2a3m	448	26/07/2021					3 >200	70	27.9	5'800	23.0	18.7	7.0	1'802	0.326	0.311		72					65	7'207	6'413	104%			61	0	0	6	0	0	0	119	2.8			
RC		R 1		2275                			HO	He:Rp	89	1749B	1749B	5a3m	Ser/Lac	28/12/2015	35.0	29/12/2015...1	35.5	0.500	20/06/2017540	351.0	0.585	0.585							500.0		500.0		0.258		478	3	35.0	35.2		0.074		6'001	5'097	92%	100%	100%	11.1			$87	 3	20/10/2020187	26/12/2020.67	17/04/2021179		26/12/2020.67	3	17/04/2021179	116	8	10/03/2021141	Negativo				1	21/10/2020...1	35.5			5'263	5'263					91%	100%	100%	$95'000					15/04/2021177	13.4						2275	2275		900113000082740				M-2275-3(Ma:Rp)						2020/10 (octubre)		Ser	Lac	80	2a2m	436	9/10/2021					2 101-200	26	30.1	3'695	20.9	16.9	3.0	1'229	0.224	0.333		101					GROOVY	6'957	6'301	110%			62	0	0	0	0	0	0	199	4.7	160		
ISLA		PARAI		2276                			HO	He:Rp	89	1756B	1756B	5a3m	Ser/Lac	26/12/2015	35.0	27/12/2015...1	35.3	0.300	12/05/2017503	379.0	0.685	0.684							500.0		500.0		0.260		456	3	35.0	35.5	$55'478	0.078	$122	6'067	5'524	94%	100%	100%	12.2			$230	 3	8/09/2020229	26/12/2020109	6/04/2021.210		26/12/2020109	4	6/04/2021.210	115	19	10/03/2021183	Negativo				1	9/09/2020.....1	35.5			6'736	6'736					104%	100%	100%	$245'000					15/04/2021219	20.9						2276	2276		900113000082797				M-2276-3(Ma:Rp)						2020/09 (septiembre)		Ser	Lac	105	2a2m	438	28/08/2021					3 >200	54	28.3	5'058	23.1	17.1	7.0	1'575	0.335	0.311		64					BANDO	6'918	5'431	98%			66	0	0	3	0	0	0	184	1.7			
ISLA		HO.JU		2279                			HO	He:Rp	98	9026	9026	5a3m	PR/Horra	4/01/2016	35.0	5/01/2016.....1	35.4	0.417	12/05/2017494	363.0	0.664	0.664							500.0		500.0		0.265		371	3	35.0	35.6	$110'000	0.096	$296	6'040	5'861	102%	100%	100%	16.3			$89	 3	7/04/2020383	20/05/2020.43	8/08/2020.123		8/06/2020...62	3	8/08/2020.123	112	260	7/10/2020.183	Cargada	112	8/08/2020.123	260	1	8/04/2020.....1	35.4		15/03/2021342	6'771	6'248					98%	100%	100%	$37'900					15/03/2021342	10.8					17/05/2021405	2279	2279		900113000082712				325(He:Rp)						2020/04 (abril)	2021/05 (mayo)	PR	Horra	17	2a3m	458	27/03/2021					3 >200	42	26.3	6'770	19.8	19.3	0.0	2'082	0.000	0.308	63	58					52	4'679	4'404	85%			61	0	0	0	0	0	0	92	2.0	325	2732	
ISLA		JCAL		2281                			HO	He:Rp	89	1769B	1769B	5a3m	Ser/Lac	4/01/2016	35.0	5/01/2016.....1	35.4	0.433	12/05/2017494	482.0	0.906	0.905							500.0		500.0		0.259		467	3	35.0	35.5	$105'000	0.076	$225	5'942	5'872	98%	100%	100%	12.0			$236	 3	28/09/2020209	28/11/2020.61	16/04/2021200		28/11/2020.61	5	16/04/2021200	116	9	7/04/2021.191	Negativo O				1	29/09/2020...1	35.5	$100'000		7'475	7'475					116%	100%	100%	$165'000					15/04/2021199	23.5						2281	2281		900113000082693				M-2281-3(Ma:Rp)						2020/09 (septiembre)		Ser	Lac	105	2a2m	433	17/09/2021					3 >200	34	31.1	5'170	26.0	18.0	9.0	1'603	0.383	0.310		92					MERLIN	6'250	6'523	108%			62	0	0	6	0	0	0	182	3.3			
ISLA		PARAI		2282                	ISLA			He:Rp	85	8096	8096	5a3m	PR/Lac	9/01/2016	35.0	10/01/2016...1	35.5	0.473	12/05/2017489	383.0	0.712	0.712							500.0		500.0		0.262		428	3	35.0	35.5	$110'000	0.083	$257	7'045	7'905	136%	100%	100%	18.6			$134	 3	19/07/2020280	19/09/2020.62	26/01/2021191		19/09/2020.62	4	26/01/2021191	113	89	7/04/2021.262	Cargada Ma	113	26/01/2021191	89	1	20/07/2020...1	35.5		5/09/2021.413	13'374	10'729					170%	100%	100%	$117'000					15/04/2021270	27.6					4/11/2021.473	2282	2282		900113000082706				M-2282-3(Ma:Rp)						2020/07 (julio)	2021/11 (noviembre)	PR	Lac	104	2a3m	456	8/07/2021			16/12/2020	2	3 >200	40	46.1	9'831	36.4	25.5	9.0	2'622	0.326	0.267		71					49	4'771	4'637	81%			61	0	0	0	0	0	0	146	2.5		2733	
ISLA		HO.JU		2284                			HO	He:Rp	88	52	52	5a3m	Ca/Horra	8/01/2016	35.0	9/01/2016.....1	35.4	0.411	12/05/2017490	370.0	0.684	0.684							500.0		500.0		0.496		501	2	35.0	35.6		0.071		4'527	4'527	82%	100%	100%	6.1				 2	1/06/2019694	25/07/2019.54	1/02/2021.611			0									1	2/06/2019.....1	35.6		31/03/2020304	4'936	4'936					83%	100%	100%						28/03/2020301	10.2						2284	2284		900113000082716	RUBEN HAMON			G4225(He:Rp)						2019/06 (junio)		Ca	Horra	1	2a0m	405	20/05/2020					3 >200	88	22.1	4'936	16.4	15.4	0.0	1'365	0.000	0.277		213					TULIP	5'138	4'907	85%			33	0	0	1	0	1	0	228	3.5			
RC		R 3		2294                	ISLA		HO	He:Rp	85	1532	1532	5a3m	PR/Lac	18/01/2016	35.0	19/01/2016...1	35.4	0.446	31/08/2017591	350.0	0.533	0.533							500.0		500.0		0.263		609	1	35.0	35.5	$110'000	0.058	$181	13'520	5'671	108%	100%	100%	13.7			$114	 2	20/10/2020187	14/12/2020.55	5/01/2021...77		14/12/2020.55	2	5/01/2021...77	116	110	10/03/2021141	Cargada He	116	5/01/2021...77	110		21/10/2020...1			15/08/2021299	5'485	5'485					86%	100%	100%	$52'500					15/04/2021177	20.5					14/10/2021359	2294	2294		900113000082768										2020/10 (octubre)	2021/10 (octubre)	PR	Lac		2a4m	474	9/10/2021				2	2 101-200	177	20.5	3'132	17.7	17.2	7.0	885	0.341	0.283		66					54	4'946	4'700	91%			63	0	0	1	0	1	0	327	3.3			
RC		R 1		2295                			HO	He:Rp	88	1836	1836	5a2m	Nc/Lac	1/02/2016	35.0	2/02/2016.....1	35.2	0.188	12/05/2017466	358.0	0.694	0.693							500.0		500.0		0.279		584	3	35.0	35.5	$100'000	0.061	$171	6'619	5'606	94%	100%	100%	8.6			$48	 3	19/04/20216					0									1	20/04/2021...1				6'480	6'480					102%	100%	100%													2295	2295		900113000082765				M-2295-3(Ma:Rp)						2021/04 (abril)		Nc	Lac	106	2a0m	403	8/04/2022				2	1 0-100			0		15.3		0				150					73	7'783	7'335	124%			55	1	0	0	0	0	0	304	4.0			
RC		R 1		2296                			HO	He:Rp	88	1486	1486	5a2m	PR/Lac	30/01/2016	35.0	31/01/2016...1	35.3	0.265	31/08/2017579	362.0	0.565	0.565							500.0		500.0		0.302		408	3	35.0	35.5	$67'396	0.087	$165	6'322	6'172	106%	100%	100%	13.8			$132	 3	17/10/2020190	12/12/2020.56	4/03/2021.138		12/12/2020.56	5	4/03/2021.138	80	52	21/04/2021186	Positivo	80	4/03/2021.138	52	1	18/10/2020...1	35.5	$101'010		8'335	6'589					105%	100%	100%	$99'000					15/04/2021180	20.5					11/12/2021420	2296	2296		900113000082746				M-2296-3(Ma:Rp)						2020/10 (octubre)	2021/12 (diciembre)	PR	Lac	26	2a6m	494	6/10/2021				1	2 101-200	44	27.4	4'242	23.6	20.1	7.0	1'386	0.341	0.327		71					67	4'501	4'358	77%			54	0	0	0	0	0	0	129	2.8			
ISLA		HO.JU		2299                	ISLA			He:Rp	85	1087	1087	5a2m	PR/Horra	9/02/2016	35.0	10/02/2016...1	35.7	0.667	12/05/2017458	359.0	0.708	0.707							500.0		500.0		0.271		388	3	35.0	35.4	$50'234	0.091	$129	6'564	6'204	108%	100%	100%	16.9			$41	 3	19/04/2020371	27/04/2020...8	25/07/2020.97		25/07/2020.97	1	25/07/2020.97	104	274	23/09/2020157	Cargada He	104	25/07/2020.97	274	1	20/04/2020...1	35.5	$100'000	28/02/2021315	7'485	7'278					115%	100%	100%	$20'000					1/03/2021.316	17.9					3/05/2021.379	2299	2299		900113000082703				M-2299-3(Ma:Rp)						2020/04 (abril)	2021/05 (mayo)	PR	Horra	17	2a0m	409	8/04/2021					3 >200	72	29.3	7'485	23.7	20.4	0.0	2'269	0.000	0.303	64	66					60 A	5'376	4'941	91%			63	0	0	0	0	0	0	107	1.5			
ISLA		PARAI		2301                			HO	He:Rp	66	1747B	1747B	5a2m	Nc/Lac	8/02/2016	35.0	9/02/2016.....1	35.2	0.200	31/08/2017570	387.0	0.618	0.618							500.0		500.0		0.280		510	2	35.0	35.4	$110'000	0.069	$216	5'090	5'601	95%	100%	100%	7.4			$81	 3	31/03/202125					0									1	1/04/2021.....1	35.3			7'933	7'933					125%	100%	100%						15/04/2021.15	26.8						2301	2301		900113000082702				527(He:Rp)						2021/03 (marzo)		Nc	Lac	112	2a4m	465	20/03/2022				1	1 0-100	15	26.8	0	0.0	13.6	9.0	0	0.336			143					MERLIN	4'898	4'479	82%			50	0	0	0	0	0	0	234	2.7	527		
RC		HOR.1		2302                			HO	He:Rp	98	1695	1695	5a2m	Nc/Horra	12/02/2016	35.0	13/02/2016...1	35.1	0.095	10/03/20201488	648.0	0.412	0.412							500.0		500.0		0.348		340	2	35.0	35.5	$101'010	0.104	$297	5'133	5'097	97%	100%	100%	10.3			$115	 2	9/04/2020381	18/05/2020.39	16/12/2020251		13/06/2020.65	9	16/12/2020251	80	130	10/02/2021307	Negativo				1	10/04/2020...1	35.5	$101'010	15/02/2021312	4'657	4'585					77%	100%	100%	$52'475					15/02/2021312	9.6						2302	2302		900113000082725				M-2302-2(Ma:Rp)						2020/04 (abril)		Nc	Horra	26	3a2m	494	29/03/2021			10/02/2021	2	3 >200	40	25.3	4'657	14.9	17.2	0.0	1'118	0.000	0.240		56					54	8'311	6'803	121%			39	0	0	0	0	0	0	55	5.0			
ISLA		JCAL		2304                			HO	He:Rp	88	25B	25B	5a2m	Ser/Lac	10/02/2016	35.0	11/02/2016...1	35.0	0.043	31/08/2017568	406.0	0.654	0.653							500.0		500.0		0.321		417	3	35.0	35.5	$105'000	0.085	$252	4'938	5'435	94%	100%	100%	11.2			$191	 3	25/09/2020212	28/11/2020.64	15/04/2021202		28/11/2020.64	4	15/04/2021202	116	10	7/04/2021.194	Negativo O				1	26/09/2020...1	35.5	$100'000		7'008	7'008					109%	100%	100%	$165'000					15/04/2021202	22.1						2304	2304		900113000082738				M-2304-2(He:Rp)						2020/09 (septiembre)		Ser	Lac	1	2a4m	463	14/09/2021			10/02/2021	1	3 >200	51	26.6	4'899	24.3	17.2	7.0	1'542	0.317	0.315		88					ERIVAN	5'448	5'353	88%			55	0	0	0	0	0	0	130	2.0			
RC		R 1		2305                	ISLA		HO	He:Rp	88	1854	1854	5a2m	PR/Lac	11/02/2016	35.0	12/02/2016...1	35.3	0.273	31/08/2017567	375.0	0.600	0.600							500.0		500.0		0.267		362	3	35.0	35.4	$110'000	0.098	$304	4'901	5'281	94%	100%	100%	14.4			$93	 3	28/07/2020271	29/08/2020.32	21/09/2020.55		21/09/2020.55	1	21/09/2020.55	116	216	16/12/2020141	Cargada	116	21/09/2020.55	216	1	29/07/2020...1			1/05/2021.277	6'105	6'105					104%	100%	100%	$37'500					15/04/2021261	18.0					30/06/2021337	2305	2305		900113000082736				M-2305-3(Ma:Rp)						2020/07 (julio)	2021/06 (junio)	PR	Lac	20	2a5m	476	17/07/2021					3 >200	64	26.8	5'836	22.4	18.1	0.0	1'681	0.000	0.288		73					73	7'049	6'621	110%			56	0	0	0	0	0	0	80	1.0	187		
ISLA		HO.JU		2306                	ISLA			He:Rp	66	1889	1889	5a2m	PR/Horra	11/02/2016	35.0	12/02/2016...1	34.9	-0.091	31/08/2017567	396.0	0.638	0.637							500.0		500.0		0.271		376	3	35.0	35.4	$100'000	0.094	$266	6'646	6'416	112%	100%	100%	17.7			$56	 3	31/05/2020329	25/07/2020.55	25/07/2020.55		25/07/2020.55	1	25/07/2020.55	104	274	23/09/2020115	Cargada Ma	104	25/07/2020.55	274	1	1/06/2020.....1	35.5	$100'000	28/02/2021273	7'922	7'922					135%	100%	100%	$20'000					1/03/2021.274	18.8					3/05/2021.337	2306	2306		900113000082704				M-2306-3(Ma:Rp)						2020/05 (mayo)	2021/05 (mayo)	PR	Horra	18	2a1m	426	20/05/2021				1	3 >200	30	34.7	7'922	28.9	21.3	0.0	2'297	0.000	0.290	64	63					75	4'300	4'145	92%			61	0	0	0	0	0	0	99	1.5	155		
RC		HOR.1		2307                	ISLA		HO	He:Rp	88	1851	1851	5a2m	PR/Horra	12/02/2016	35.0	13/02/2016...1	35.2	0.238	20/06/2017494	357.0	0.653	0.652							500.0		500.0		0.331		389	1	35.0	35.5	$110'000	0.091	$283	5'260	4'566	86%	100%	100%	9.0			$106	 3	26/06/2020303	1/08/2020...36	26/09/2020.92		1/08/2020...36	3	26/09/2020.92	102	211	2/12/2020.159	Cargada Ma	102	26/09/2020.92	211		27/06/2020...1			28/02/2021247	3'470	3'470					63%	100%	100%	$12'000					1/03/2021.248	8.4					5/07/2021.374	2307	2307		900113000082711										2020/06 (junio)	2021/07 (julio)	PR	Horra		2a2m	437	15/06/2021				1	3 >200	48	17.6	3'470	14.0	16.0	0.0	741	0.000	0.214	127	107					75	5'463	5'063	86%			43	0	0	0	0	0	0	108	2.8			
RC		R 3		2310                	ISLA		HO	He:Rp	88	1882	1882	5a2m	Nc/Lac	15/02/2016	35.0	16/02/2016...1	35.4	0.444	31/07/2017532	380.0	0.649	0.648							500.0		500.0		0.281		504	3	35.0	35.5	$22'000	0.070	$44	7'465	6'637	114%	100%	100%	10.9			$95	 3	2/04/202123					0									1	3/04/2021.....1	35.5			8'131	8'131					128%	100%	100%						15/04/2021.13	27.1						2310	2310		900113000082728				M-2310-3(Ma:Rp)						2021/04 (abril)		Nc	Lac	80	2a4m	467	22/03/2022					1 0-100	13	27.1	0	0.0	17.8	9.0	117	0.332			92					66	6'722	5'380	96%			54	0	0	0	0	0	0	219	5.0		2764	
