Hato,Lote,Grupo,Ubicación,ID,Referencia,Color,Raza,Sexo/ tipo,Padre,Madre gen.,Madre ,Edad,Estado,Nacimiento,Peso nacim.,Destete,Peso destete,kg/d destete,Fecha ultimo peso,Ultimo peso,kg/d dest/últ,kg/d nac./últ.,Entrada,Origen,Peso entrada,Valor entrada,Salida,Destino,Peso salida,Valor salida,kg ganados,$ ganados,kg/d,$/d,Int. entre partos,No. crías,kg.prom. nacim.,kg dest. (vida),Valor prom. destete,kg/d al destete /IEP,$/d  al destete,Leche lact. (vida),Leche 305d (vida),Leche vida vs.hato,Prot. vida vs.hato,Grasa vida vs.hato,Leche /día/IEP,Prot /día,Grasa /día,Costo /día,P,Ult. parto,1er. celo,Ult. celo,Toro programado,1er ser,# ser,Ult. servicio,Toro últ.serv.,Dias serv,Ult. diag. preñez,Ult. resultado,Preñada del toro,Concepción,Días preñez,No. crías.1,Destete.1,kg dest.,$ dest.,Secado,Leche lactan.,Leche 305d,Prot. lac. kg,Prot. 305d  kg,Grasa lact. kg,Grasa 305d kg,Lt  Lact. vs.hato,Prot. lac vs hato,Grasa lac. vs hato,Costo eventos,Prot.% prom,Grasa% prom,Lac.% prom,CSS'000 prom,Fecha últ. leche,Ult. leche,%últ. prot.,%últ. grasa,%últ. lacto.,Ult. CCS '000,Próximo parto ,Nombre,Numero,Registro,Id. Electrónica,Nombre largo,Retiro leche hasta,Retiro carne hasta,Cría (este parto),AM,PM,TOTAL,Fecha inicio lactoinducción,Comentarios,Mes últ. parto,Mes prox. parto,Estado fertilidad,Estado lactancia,Toro últ. parto,Edad 1er. parto,Peso 1er. parto,Inicio servicio,Ult. TE,Donadora,Ult. aborto,No. abo (vida),Tercio lactancia,Días al pico,Prod. al pico,Leche acumulada,Leche/día acum.,Leche/ día vida,Conc./ día ,Conc. acumulado,Conc./leche actual,Conc./leche acumulado,Días secos (actual),Prom. días secos,Kg/día ,kg/día desde entrada,Ult. cond. corporal,Cond. corp.,Abuelo materno,Leche lact. madre,Leche 305d madre,Leche vrs. hato ,kg/dia al destete ,kg/día dest (vida),Reg. leche,Life high SCC,Curr. high SCC,Mast. vida,Mast. act.,Cojera vida,Cojera act.,Prom part -conc.,Vida serv-concep.,Prog. Novillas,Prog. vacas,Prog. machos,Leche vida vs.hato/prom,Leche vida vs.hato_C,Lt Lact. vs.hato/prom,Lt Lact. vs.hato_C,Leche vrs. hato/prom,Leche vrs. hato_C,Hoy,Edad_actual,Leche_prom_mes,Leche_prom_mes_c,DIM,DIM_c,Tercio lactancia (groups),Mast_vida,Mast_activa,Cojera_vida,Cojera_activa,No_crias,Int_entre_partos,label,value
RC,,R 3,,26JP                ,ISLA,,HO,He:Rp,,,,,Ser/Lac,,35.0,,,,,,,,,,,,,,,,,,,,465,5,43.8,51.6,$75.000,0.111,$161,6902.0,6058.0,105.0,100%,100%,13.3,,,$107,4.0,2019-12-26,2020-01-23,2020-06-22,,2020-02-13,5.0,2020-06-22,80.0,12.0,2020-06-03,Negativo O,,,,1.0,2019-12-27,,,,6508.0,6508.0,,,,,107.0,100%,100%,$72.000,,,,,2020-06-13,20.9,,,,,,26JP,26JP,,991001000273845.0,,,,M-26JP-4(Ma:Ceb),,,,,,2019/12 (diciembre),,Ser,Lac,,,,2020-12-14,,,2020-04-22,2.0,2 101-200,64.0,30.0,4082.0,24.0,19.0,7.0,1361.0,0.335,0.33299999999999996,,86.0,,,,,,,,,,,86.0,4.0,0.0,0,0,0,0,182.0,3.0,,2321,,5,+5% /Prom,7,+7% /Prom,0,+0% /Prom,2020-10-20,0,0.0,0.0 Lt. Mes,299,299 DIM,2do Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,5 Crías,465 Días,R 3,R 3
ISLA,,NI,,28                  ,,,HO,He:Rp,7,1765,1765,1a8m,PR,2018-10-16,35.0,2018-10-17,35.2,0.25,2019-11-07,289.0,0.657,0.6559999999999999,,,,,,,386.5,,386.5,,0.665,,0,0,,,,,,,,,,,,,,,0.0,,2020-03-13,2020-03-13,,2020-03-13,1.0,2020-03-13,105.0,113.0,2020-05-20,Cargada He,105.0,2020-03-13,113.0,,,,,,,,,,,,,,,$20.600,,,,,,,,,,,2020-12-20,28,28,,900113001750143.0,,,,,,,,,,,2020/12 (diciembre),,,,,,2019-11-29,,,,,,,,,,,,,,,,,0.623,0.747,,,,5598.0,5078.0,90.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-10,-10% /Prom,2020-10-20,24,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,29                  ,,,HO,He:Rp,8,1140,1140,1a8m,Nc,2018-10-18,35.0,2018-10-19,35.2,0.233,2020-06-10,350.0,0.525,0.524,,,,,,,353.0,,353.0,,0.61,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$19.068,,,,,,,,,,,,29,29,,900113001750139.0,,,,,,,,,,,,,,,,,2019-12-01,,,,,,,,,,,,,,,,,0.486,0.5820000000000001,,,53,6168.0,5829.0,111.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,11,+11% /Prom,2020-10-20,24,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,30                  ,,,HO,He:Rp,7,6037,6037,1a8m,Nc,2018-10-18,35.0,2018-10-19,35.2,0.233,2020-06-10,360.0,0.541,0.541,,,,,,,363.5,,363.5,,0.7509999999999999,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,30,30,,900113001750131.0,,,,,,,,,,,,,,,,,2019-12-01,,,,,,,,,,,,,,,,,0.514,0.599,,,38,7168.0,6620.0,112.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,12,+12% /Prom,2020-10-20,24,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,31                  ,,,HO,He:Rp,8,1098,1098,1a8m,Ser,2018-10-19,35.0,2018-10-20,35.3,0.276,2020-01-17,375.0,0.748,0.747,,,,,,,442.0,,442.0,,0.75,,0,0,,,,,,,,,,,,,,,0.0,,2020-02-12,2020-05-30,,2020-02-12,5.0,2020-05-30,5.0,35.0,2020-05-20,Negativo O,,,,,,,,,,,,,,,,,,$122.912,,,,,,,,,,,,31,31,,900113001750107.0,,,,,,,,,,,,,,,,,2019-12-02,,,,,,,,,,,,,,,,,0.775,0.8240000000000001,,,98,5394.0,4535.0,89.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-11,-11% /Prom,2020-10-20,24,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,32                  ,,,HO,He:Rp,7,1735B,1735B,1a8m,PR,2018-10-20,35.0,2018-10-21,35.3,0.28600000000000003,2020-04-01,344.0,0.585,0.584,,,,,,,382.5,,382.5,,0.794,,0,0,,,,,,,,,,,,,,,0.0,,2020-05-08,2020-05-08,,2020-05-08,1.0,2020-05-08,110.0,57.0,2020-06-03,Positivo,110.0,2020-05-08,57.0,,,,,,,,,,,,,,,$32.912,,,,,,,,,,,2021-02-14,32,32,,900113001750147.0,,,,,,,,,,,2021/02 (febrero),,,,,,2019-12-03,,,,,,,,,,,,,,,,,0.307,0.65,,,98,6072.0,6099.0,105.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,5,+5% /Prom,2020-10-20,24,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
RC,,HOR.1,,33                  ,,,HO,He:Rp,,2400,2400,1a8m,PR,2018-10-21,35.0,2018-10-22,35.3,0.29600000000000004,2020-01-17,348.0,0.6920000000000001,0.691,,,,,,,403.0,,403.0,,0.765,,0,0,,,,,,,,,,,,,,,0.0,,2020-01-30,2020-02-28,,2020-01-30,2.0,2020-02-28,109.0,127.0,2020-05-06,Cargada Ma,109.0,2020-02-28,127.0,,,,,,,,,,,,,,,$56.756,,,,,,,,,,,2020-12-06,33,33,,900113001750114.0,,,,,,,,,,,2020/12 (diciembre),,,,,,2019-12-04,,,,,,,,,,,,,,,,,0.93,0.768,,,85,3231.0,3231.0,80.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-20,-20% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,HOR.1,HOR.1
ISLA,,NI,,35                  ,,,HO,He:Rp,7,2001,2001,1a8m,PR,2018-10-29,35.0,2018-10-30,35.3,0.316,2020-04-01,337.0,0.581,0.581,,,,,,,375.5,,375.5,,0.794,,0,0,,,,,,,,,,,,,,,0.0,,2020-05-11,2020-05-11,,2020-05-11,1.0,2020-05-11,110.0,54.0,2020-06-17,Positivo,110.0,2020-05-11,54.0,,,,,,,,,,,,,,,$20.600,,,,,,,,,,,2021-02-17,35,35,,900113001750167.0,,,,,,,,,,,2021/02 (febrero),,,,,,2019-12-12,,,,,,,,,,,,,,,,,0.067,0.648,,,69,6422.0,6103.0,118.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,18,+18% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,36                  ,,,HO,He:Rp,97,4008,4008,1a8m,Nc,2018-11-02,35.0,2018-11-03,35.3,0.267,2020-06-10,353.0,0.5429999999999999,0.5429999999999999,,,,,,,356.0,,356.0,,0.631,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$19.068,,,,,,,,,,,,36,36,,900113001750137.0,,,,,,,,,,,,,,,,,2019-12-16,,,,,,,,,,,,,,,,,-0.057,0.602,,,,6747.0,6637.0,118.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,18,+18% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,37                  ,,,HO,He:Rp,7,1547,1547,1a8m,PR,2018-10-30,35.0,2018-10-31,35.3,0.33299999999999996,2020-05-06,344.0,0.5579999999999999,0.5579999999999999,,,,,,,365.0,,365.0,,0.773,,0,0,,,,,,,,,,,,,,,0.0,,2020-05-08,2020-05-17,,2020-05-08,2.0,2020-05-17,110.0,48.0,2020-06-17,Positivo,110.0,2020-05-17,48.0,,,,,,,,,,,,,,,$40.600,,,,,,,,,,,2021-02-23,37,37,,900113001750179.0,,,,,,,,,,,2021/02 (febrero),,,,,,2019-12-13,,,,,,,,,,,,,,,,,0.2,0.621,,,66,5781.0,5382.0,96.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-4,-4% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,39                  ,,,HO,He:Rp,7,9035,9035,1a8m,Nc,2018-11-03,35.0,2018-11-04,35.3,0.28600000000000003,2020-06-10,363.0,0.561,0.561,,,,,,,366.5,,366.5,,0.7829999999999999,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$19.068,,,,,,,,,,,,39,39,,900113001750127.0,,,,,,,,,,,,,,,,,2019-12-17,,,,,,,,,,,,,,,,,0.5429999999999999,0.621,,,52,6114.0,6031.0,117.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,17,+17% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,HO.JU,,39JP                ,,,HO,He:Rp,,,,,Desc./Horra,,35.0,,,,,,,,,,,,,,,,,,,,618,2,35.0,35.0,$917,0.057,$1,6315.0,6024.0,105.0,100%,100%,10.4,,,$114,3.0,2019-07-28,2019-10-05,2019-11-07,,2019-10-05,2.0,2019-11-07,80.0,240.0,2019-12-04,Negativo,,,,,2019-07-29,,,2020-05-30,6798.0,6767.0,,,,,111.0,100%,100%,,,,,,2020-05-30,10.2,,,,,,39JP,39JP,,991001000273817.0,,,,,,,,,,2019/07 (julio),,Desc.,Horra,1.0,,,2020-07-16,,,,,3 >200,79.0,31.2,6797.0,22.1,19.0,0.0,2018.0,0.0,0.297,,274.0,,,,,,,,,,,66.0,4.0,0.0,2,2,1,0,334.0,5.5,,,,5,+5% /Prom,11,+11% /Prom,0,+0% /Prom,2020-10-20,0,0.0,0.0 Lt. Mes,450,450 DIM,3er Terc. Lactancia,2 Mastitis,Activa,1 Cojeras,No Activa,2 Crías,618 Días,HO.JU,HO.JU
ISLA,,NI,,40                  ,,,HO,He:Rp,7,1977,1977,1a8m,Nc,2018-10-29,35.0,2018-10-30,35.2,0.158,2020-06-10,371.0,0.57,0.569,,,,,,,374.5,,374.5,,0.792,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,40,40,,900113001750126.0,,,,,,,,,,,,,,,,,2019-12-12,,,,,,,,,,,,,,,,,0.057,0.629,,,69,3983.0,3910.0,86.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-14,-14% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,41                  ,,,HO,He:Rp,97,2272,2272,1a7m,PR,2018-11-06,35.0,2018-11-07,34.9,-0.091,2020-04-01,350.0,0.617,0.615,,,,,,,388.5,,388.5,,0.835,,0,0,,,,,,,,,,,,,,,0.0,,2020-05-08,2020-05-08,,2020-05-08,1.0,2020-05-08,110.0,57.0,2020-06-03,Positivo,110.0,2020-05-08,57.0,,,,,,,,,,,,,,,$20.600,,,,,,,,,,,2021-02-14,41,41,,900113001750133.0,,,,,,,,,,,2021/02 (febrero),,,,,,2019-12-20,,,,,,,,,,,,,,,,,0.33299999999999996,0.684,,,85,5252.0,5210.0,96.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-4,-4% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,42                  ,,,HO,He:Rp,,4074,4074,1a7m,Nc,2018-11-06,35.0,2018-11-07,34.9,-0.091,2020-04-01,341.0,0.599,0.598,,,,,,,379.5,,379.5,,0.816,,0,0,,,,,,,,,,,,,,,0.0,,2020-04-25,2020-04-25,,2020-04-25,1.0,2020-04-25,110.0,70.0,2020-06-03,Positivo,,,,,,,,,,,,,,,,,,$20.600,,,,,,,,,,,,42,42,,900113001750132.0,,,,,,,,,,,,,,,,,2019-12-20,,,2020-06-17,1.0,,,,,,,,,,,,,0.52,0.6659999999999999,,,98,6065.0,5118.0,92.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-8,-8% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,43                  ,,,HO,He:Rp,,4075,4075,1a7m,Palp-,2018-11-07,35.0,2018-11-08,34.3,-0.7,2020-04-01,336.0,0.5920000000000001,0.589,,,,,,,374.5,,374.5,,0.807,,0,0,,,,,,,,,,,,,,,0.0,,2020-05-09,2020-05-09,,2020-05-09,1.0,2020-05-09,110.0,56.0,2020-06-03,Negativo,,,,,,,,,,,,,,,,,,$20.600,,,,,,,,,,,,43,43,,900113001750138.0,,,,,,,,,,,,,,,,,2019-12-21,,,,,,,,,,,,,,,,,0.387,0.6579999999999999,,,11,5824.0,5824.0,108.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,8,+8% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,44                  ,,,HO,He:Rp,97,2292,2292,1a7m,PR,2018-11-09,35.0,2018-11-10,35.1,0.125,2020-04-01,371.0,0.6609999999999999,0.66,,,,,,,402.5,,402.5,,0.792,,0,0,,,,,,,,,,,,,,,0.0,,2020-04-25,2020-04-25,,2020-04-25,1.0,2020-04-25,110.0,70.0,2020-05-20,Positivo,110.0,2020-04-25,70.0,,,,,,,,,,,,,,,$20.600,,,,,,,,,,,2021-02-01,44,44,,900113001750135.0,,,,,,,,,,,2021/02 (febrero),,,,,,2019-12-23,,,,,,,,,,,,,,,,,0.44,0.7290000000000001,,,88,5509.0,4650.0,91.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-9,-9% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,46                  ,,,HO,He:Rp,5,1755B,1755B,1a7m,Nc,2018-11-18,35.0,2018-11-19,35.4,0.359,2020-06-10,361.0,0.5720000000000001,0.5720000000000001,,,,,,,364.5,,364.5,,0.805,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,46,46,,900113001750134.0,,,,,,,,,,,,,,,,,2020-01-01,,,,,,,,,,,,,,,,,-0.22899999999999998,0.633,,,MERLIN,6686.0,6355.0,108.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,8,+8% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,47                  ,,,HO,He:Rp,7,9156,9156,1a7m,Nc,2018-11-21,35.0,2018-11-22,35.4,0.41700000000000004,2020-06-10,346.0,0.5489999999999999,0.5489999999999999,,,,,,,349.0,,349.0,,0.64,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,47,47,,,,,,,,,,,,,,,,,,,2020-01-04,,,,,,,,,,,,,,,,,0.28600000000000003,0.61,,,55,5812.0,5688.0,96.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-4,-4% /Prom,2020-10-20,22,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,49                  ,,,HO,He:Rp,8,2165,2165,1a7m,Nc,2018-11-26,35.0,2018-11-27,35.3,0.29,2020-06-10,341.0,0.545,0.544,,,,,,,344.0,,344.0,,0.637,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,49,49,,900113001750121.0,,,,,,,,,,,,,,,,,2020-01-09,,,,,,,,,,,,,,,,,-0.171,0.607,,,85,7827.0,7116.0,124.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,24,+24% /Prom,2020-10-20,22,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,52                  ,,,HO,He:Rp,98,ENRIQUE STELLABATTI,ENRIQUE STELLABATTI,1a7m,PR,2018-11-10,35.0,2018-11-11,35.2,0.23399999999999999,2020-05-06,364.0,0.607,0.606,,,,,,,385.0,,385.0,,0.835,,0,0,,,,,,,,,,,,,,,0.0,,2020-05-22,2020-05-22,,2020-05-22,1.0,2020-05-22,110.0,43.0,2020-06-17,Positivo,110.0,2020-05-22,43.0,,,,,,,,,,,,,,,$26.756,,,,,,,,,,,2021-02-28,52,52,,900113001750128.0,,,,,,,,,,,2021/02 (febrero),,,,,,2019-12-24,,,,,,,,,,,,,,,,,0.943,0.67,,,,,,,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,0,+0% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,53                  ,,,HO,He:Rp,98,ENRIQUE STELLABATTI,ENRIQUE STELLABATTI,1a7m,Ser,2018-11-10,35.0,2018-11-11,35.1,0.149,2020-06-10,366.0,0.573,0.573,,,,,,,368.5,,368.5,,0.6629999999999999,,0,0,,,,,,,,,,,,,,,0.0,,2020-06-15,2020-06-15,,2020-06-15,1.0,2020-06-15,5.0,19.0,,,,,,,,,,,,,,,,,,,,$50.600,,,,,,,,,,,,53,53,,,,,,,,,,,,,,,,,,,2019-12-24,,,,,,,,,,,,,,,,,0.743,0.633,,,,,,,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,0,+0% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,54                  ,,,HO,He:Rp,98,ENRIQUE STELLABATTI,ENRIQUE STELLABATTI,1a7m,Nc,2018-11-10,35.0,2018-11-11,35.2,0.17,2020-06-10,369.0,0.579,0.578,,,,,,,372.5,,372.5,,0.8079999999999999,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,54,54,,900113001750187.0,,,,,,,,,,,,,,,,,2019-12-24,,,,,,,,,,,,,,,,,0.114,0.638,,,,,,,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,0,+0% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,55                  ,,,HO,He:Rp,98,ENRIQUE STELLABATTI,ENRIQUE STELLABATTI,1a7m,PR,2018-11-10,35.0,2018-11-11,35.5,0.511,2020-05-06,352.0,0.584,0.584,,,,,,,373.0,,373.0,,0.809,,0,0,,,,,,,,,,,,,,,0.0,,2020-05-08,2020-05-12,,2020-05-08,1.0,2020-05-12,110.0,53.0,2020-06-17,Positivo,110.0,2020-05-12,53.0,,,,,,,,,,,,,,,$40.600,,,,,,,,,,,2021-02-18,55,55,,,,,,,,,,,,,2021/02 (febrero),,,,,,2019-12-24,,,,,,,,,,,,,,,,,0.457,0.648,,,,,,,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,0,+0% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,56                  ,,,HO,He:Rp,98,ENRIQUE STELLABATTI,ENRIQUE STELLABATTI,1a7m,PR,2018-11-10,35.0,2018-11-11,35.2,0.191,2020-04-01,343.0,0.607,0.606,,,,,,,381.5,,381.5,,0.828,,0,0,,,,,,,,,,,,,,,0.0,,2020-05-09,2020-05-09,,2020-05-09,1.0,2020-05-09,110.0,56.0,2020-06-03,Positivo,110.0,2020-05-09,56.0,,,,,,,,,,,,,,,$20.600,,,,,,,,,,,2021-02-15,56,56,,900113001750181.0,,,,,,,,,,,2021/02 (febrero),,,,,,2019-12-24,,,,,,,,,,,,,,,,,0.44,0.675,,,,,,,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,0,+0% /Prom,2020-10-20,23,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,58                  ,,,HO,He:Rp,9,4006,4006,1a6m,Nc,2018-12-07,35.0,2018-12-08,35.2,0.15,2020-06-10,320.0,0.518,0.517,,,,,,,323.0,,323.0,,0.611,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$600,,,,,,,,,,,,58,58,,900113001750183.0,,,,,,,,,,,,,,,,,2020-01-20,,,,,,,,,,,,,,,,,0.514,0.581,,,,5917.0,5880.0,108.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,8,+8% /Prom,2020-10-20,22,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,59                  ,,,HO,He:Rp,9,4029,4029,1a6m,PR,2018-12-08,35.0,2018-12-09,35.5,0.526,2020-04-01,394.0,0.748,0.748,,,,,,,432.5,,432.5,,0.9990000000000001,,0,0,,,,,,,,,,,,,,,0.0,,2020-05-09,2020-05-09,,2020-05-09,1.0,2020-05-09,110.0,56.0,2020-06-03,Positivo,110.0,2020-05-09,56.0,,,,,,,,,,,,,,,$20.600,,,,,,,,,,,2021-02-15,59,59,,900113001750182.0,,,,,,,,,,,2021/02 (febrero),,,,,,2020-01-21,,,,,,,,,,,,,,,,,0.547,0.821,,,,5401.0,5392.0,102.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,2,+2% /Prom,2020-10-20,22,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
ISLA,,NI,,60                  ,,,HO,He:Rp,6,1446,1446,1a7m,Nc,2018-12-04,35.0,2018-12-05,35.3,0.348,2020-06-10,352.0,0.573,0.5720000000000001,,,,,,,355.0,,355.0,,0.667,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,60,60,,900113001750184.0,,,,,,,,,,,,,,,,,2020-01-17,,,,,,,,,,,,,,,,,0.086,0.635,,,57,6081.0,5835.0,101.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,1,+1% /Prom,2020-10-20,22,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,NI,NI
