Fecha,Id,Evento,Resultado,Categorías,Toro,Operario,Comentarios,Evento(0)
2020-05-20,1769,DPSEC,Positivo,,,,,0
2020-05-20,1755B,DPR,Cargada Macho,,106,,,0
2020-05-20,1582,EXREP,INR,,,,,0
2020-05-20,1801,ECOGR,Positivo,,102,,,0
2020-05-20,2035,VAREP,,,,,,0
2020-05-20,1544,DP5,Cargada,,,,,0
2020-05-20,1867,REABS,0,,,,,0
2020-05-20,2035,EXREP,INR,,,,,0
2020-05-20,1752B,EXREP,SUCIA,,,,prostal,0
2020-05-20,1812,ECOGR,Negativo  OVS2,,,,,0
2020-05-20,1812,OVS2,32,,,,,0
2020-05-20,1815,EXREP,INR,,,,,0
2020-05-20,1550,ECOGR,Negativo,,,,revisar si lacto,0
2020-05-20,1817,DPSEC,Positivo,,,,,0
2020-05-20,1820,DPR,Cargada,,80,,,0
2020-05-20,1556,OVSYN,.,,,,,0
2020-05-20,1556,ECOGR,Negativo Ovsyn,,,,,0
2020-05-20,1242,DPSEC,Positivo,,,,,0
2020-05-20,1743B,ECOGR,Negativo,,,,,0
2020-05-20,1315,OVSYN,.,,,,,0
2020-05-20,1922,DPR,Cargada Hembra,,1,,,0
2020-05-20,1470,OVSYN,.,,,,,0
2020-05-20,1470,ECOGR,Negativo Ovsyn,,,,,0
2020-05-20,2066,OVSYN,.,,,,,0
2020-05-20,1469,EXREP,INR,,,,prostal no sv,0
2020-05-20,1469,ABO,>,,,,,0
2020-05-20,6054,DPSEC,Positivo,,,,,0
2020-05-20,1451,DPSEC,Positivo,,,,,0
2020-05-20,1923,DPR,Cargada Macho,,106,,,0
2020-05-20,CC1,EXREP,OVSYN,,,,,0
2020-05-20,1901,ECOGR,Negativo,,,,"o.lisos, oversel",0
2020-05-20,CC1,OVSYN,.,,,,,0
2020-05-20,1917,DPSEC,Negativo,,,,,0
2020-05-20,1917,ABO,>,,,,,0
2020-05-20,1915,DPSEC,Positivo,,,,,0
2020-05-20,1929,EXREP,O. LISOS,,,,oversel,0
2020-05-20,1932,OBTR,,,,,"cefalexina 20x3, gestavec",0
2020-05-20,263J,EXREP,Lactoinducir,,,,,0
2020-05-20,1736,VAREP,,,,,,0
2020-05-20,241J,EXREP,Lactoinducir,,,,,0
2020-05-20,1481,ECOGR,Positivo,,108,,,0
2020-05-20,2006,VAREP,,,,,,0
2020-05-20,1743B,EXREP,Lactoinducir,,,,,0
2020-05-20,2075,DPR,Cargada Hembra,,103,,,0
2020-05-20,1866,ECOGR,Negativo  OVS2,,,,,0
2020-05-20,1866,OVS2,32,,,,,0
2020-05-20,1864,ECOGR,Negativo,,,,O.lisos coja oversel,0
2020-05-20,2011,DPSEC,Positivo,,,,,0
2020-05-20,1518,EXREP,Lactoinducir,,,,,0
2020-05-20,243J,DPR,Cargada Macho,,103,,,0
2020-05-20,1518,ECOGR,Negativo,,,,,0
2020-05-20,1782B,DP5,Cargada,,,,,0
2020-05-20,1951,ECOGR,Positivo,,111,,,0
2020-05-20,1874,DPR,Cargada,,1,,,0
2020-05-20,242J,VAREP,,,,,,0
2020-05-20,242J,EXREP,INR,,,,,0
2020-05-20,1875,EXREP,OVSYN,,,,,0
2020-05-20,1875,OVSYN,.,,,,,0
2020-05-20,1880,EXREP,OVSYN,,,,"o.lisos, oversel",0
2020-05-20,1880,OVSYN,.,,,,dispositivo,0
2020-05-20,1642,ECOGR,Positivo,,110,,,0
2020-05-20,1590,EXREP,O. LISOS,,,,oversel,0
2020-05-20,1706,2SER,Repetir,Inseminación,112,NELSON,16:00,0
2020-05-20,1600,EXREP,INR,,,,,0
2020-05-20,1014,DPR,Cargada,,80,,,0
2020-05-20,9092,EXREP,INR,,,,,0
2020-05-20,8215,EXREP,INR,,,,,0
2020-05-20,9176,OVSYN,.,,,,,0
2020-05-20,8215,VAREP,,,,,,0
2020-05-20,9165,EXREP,Lactoinducir,,,,,0
2020-05-20,1788B,ECOGR,Negativo  OVS2,,,,,0
2020-05-20,8100,EXREP,SUCIA,,,,prosta,0
2020-05-20,4271,DPSEC,Positivo,,,,,0
2020-05-20,8010,EXREP,Lactoinducir,,,,buena ubre,0
2020-05-20,9165,CA,>,,,,,0
2020-05-20,2437,OVSYN,.,,,,,0
2020-05-20,2437,EXREP,OVSYN,,,,,0
2020-05-20,7031,ECO2,Positivo,,,,,0
2020-05-20,8099,EXREP,Lactoinducir,,,,,0
2020-05-20,1702,EXREP,INR,,,,,0
2020-05-20,2022,DPR,Cargada Macho,,106,,,0
2020-05-20,1045,EXREP,SUCIA,,,,prostal 3 b oxi,0
2020-05-20,1641,EXREP,INR,,,,,0
2020-05-20,9190,DP5,Vacia,,,,Momia.,0
2020-05-20,1788B,OVS2,25,,,,,0
2020-05-20,1779B,DP5,Cargada,,,,,0
2020-05-20,1184,OVSYN,.,,,,,0
2020-05-20,1787B,ECOGR,Negativo,,,,prostal sv toro,0
2020-05-20,9190,CA,>,,,,,0
2020-05-20,9120,OVSYN,.,,,,,0
2020-05-20,9151,DPSEC,Positivo,,,,,0
2020-05-20,1184,EXREP,OVSYN,,,,,0
2020-05-20,9190,EXREP,Lactoinducir,,,,,0
2020-05-20,8100,VAREP,,,,,,0
2020-05-20,9190,ABO,>,,,,,0
2020-05-20,9120,EXREP,OVSYN,,,,,0
2020-05-20,9033,ECOGR,Positivo,,1,,gestavec,0
2020-05-20,9188,EXREP,O. LISOS,,,,oversel,0
2020-05-20,8099,ABO,>,,,,,0
2020-05-20,8099,DP5,Vacia,,,,momia,0
2020-05-20,7177,REABS,0,,,,,0
2020-05-20,7177,ECOGR,Negativo,,,,,0
2020-05-20,9152,EXREP,SUCIA,,,,prostal 1 b oxi,0
2020-05-20,257J,ECOGR,Positivo,,20,,,0
2020-05-20,9037,ECO2,Positivo,,,,,0
2020-05-20,1677,DPSEC,Positivo,,,,,0
2020-05-20,9176,EXREP,OVSYN,,,,,0
2020-05-20,1682,EXREP,SUCIA,,,,prostal 3 b oxi,0
2020-05-20,1620,VAREP,,,,,,0
2020-05-20,1784B,ECOGR,Negativo Ovsyn,,,,,0
2020-05-20,1620,EXREP,INR,,,,,0
2020-05-20,1036,EXREP,INR,,,,,0
2020-05-20,1702,VAREP,,,,,,0
2020-05-20,2003,DPSEC,Positivo,,,,,0
2020-05-20,1774B,DPR,Cargada Macho,,110,,,0
2020-05-20,1618,CA,>,,,,,0
2020-05-20,2066,EXREP,OVSYN,,,,,0
2020-05-20,250J,VAREP,,,,,,0
2020-05-20,250J,EXREP,INR,,,,,0
2020-05-20,1718,EXREP,OVSYN,,,,,0
2020-05-20,1718,OVSYN,.,,,,,0
2020-05-20,1721,ECOGR,Negativo  OVS2,,,,,0
2020-05-20,1721,OVS2,32,,,,,0
2020-05-20,1126,VEN,,Accidente,,,caida parto macho muy grande,0
2020-05-20,1607,EXREP,INR,,,,,0
2020-05-20,1737,EXREP,SUCIA,,,,prostal 3 b oxi,0
2020-05-20,1554,DPSEC,Positivo,,,,,0
2020-05-20,1736,EXREP,INR,,,,,0
2020-05-20,1784B,OVSYN,.,,,,,0
2020-05-20,1607,VAREP,,,,,,0
2020-05-20,1178,ECOGR,Dudoso,,,,,0
2020-05-20,2052,VAREP,,,,,,0
2020-05-20,1697,EXREP,INR,,,,,0
2020-05-20,1639,DPSEC,Positivo,,,,,0
2020-05-20,1769B,EXREP,INR,,,,,0
2020-05-20,1636,DPSEC,Positivo,,,,,0
2020-05-20,1614,2SER,Repetir,Inseminación,110,FERNANDO,05:00,0
2020-05-20,1689,OVSYN,.,,,,,0
2020-05-20,1690,EXREP,O. LISOS,,,,oversel,0
2020-05-20,1690,VAREP,,,,,belamyl,0
2020-05-20,1689,EXREP,OVSYN,,,,,0
2020-05-20,2052,EXREP,INR,,,,,0
2020-05-20,1693,OVSYN,.,,,,,0
2020-05-20,1629,EXREP,O. LISOS,,,,oversel,0
2020-05-20,1709,DPSEC,Positivo,,,,,0
2020-05-20,1600,VAREP,,,,,,0
2020-05-20,1693,EXREP,OVSYN,,,,,0
2020-05-20,1707,ECOGR,Positivo,,108,,"gestavec, plcenta anorma",0
2020-05-20,2049,ECOGR,Positivo,,102,,,0
2020-05-19,1036,1PAR,>,H,27,,,0
2020-05-19,1793B,EXREP,RETE,,,,"prostal, cefalexina 15x4",0
2020-05-18,1126,1PAR,>,M,80,,muy grande,0
2020-05-18,1793B,1PAR,>,H.MUERT,101,,,0
2020-05-16,1988,2SER,Repetir,Ovsynch,102,FERNANDO,5:00,0
2020-05-16,1735,2SER,Repetir,Ovsynch,108,FERNANDO,5:00,0
2020-05-16,2032,2SER,Repetir,Ovsynch,20,NELSON,5:30,0
2020-05-16,1681,2SER,Repetir,Inseminación,103,NELSON,5:40,0
2020-05-16,1406,2SER,Repetir,Ovsynch,110,FERNANDO,4:30,0
2020-05-16,1311,2SER,Repetir,Ovsynch,110,FERNANDO,4:30,0
2020-05-16,1671,2SER,Repetir,Ovsynch,110,FERNANDO,4:30,0
2020-05-16,1856,2SER,Repetir,Inseminación,102,FERNANDO,15:00,0
2020-05-16,1234,2SER,Repetir,Ovsynch,103,NELSON,5:55,0
2020-05-16,8234,2SER,Repetir,Ovsynch,110,FERNANDO,4:30,0
2020-05-16,1999,2SER,Repetir,Ovsynch,103,NELSON,5:05,0
2020-05-16,262J,2SER,Repetir,Ovsynch,103,NELSON,5:00,0
2020-05-16,1881,2SER,Repetir,Ovsynch,103,NELSON,5:55,0
2020-05-16,2081,2SER,Repetir,Ovsynch,112,NELSON,5:20,0
2020-05-16,9195,2SER,Repetir,Ovsynch,103,NELSON,4:55,0
2020-05-16,1913,2SER,Repetir,Ovsynch,108,FERNANDO,5:00,0
2020-05-15,1735B,CA,>,,,,,0
2020-05-15,1742B,SEC,ph Urinario,,,,,0
2020-05-15,1700,SEC,ph Urinario,,,,,0
2020-05-15,1921,SEC,ph Urinario,,,,,0
2020-05-15,40614,SEC,ph Urinario,,,,,0
2020-05-15,1598,SEC,ph Urinario,,,,,0
2020-05-15,1859,SEC,ph Urinario,,,,,0
2020-05-15,1805,SEC,ph Urinario,,,,,0
2020-05-15,1845,SEC,ph Urinario,,,,,0
2020-05-15,9040,2SER,Repetir,Inseminación,110,FERNANDO,15:00,0
2020-05-15,1270,SEC,ph Urinario,,,,,0
2020-05-15,8223,SEC,ph Urinario,,,,,0
2020-05-15,1824,SEC,ph Urinario,,,,,0
2020-05-15,1425,SEC,ph Urinario,,,,,0
2020-05-15,1925,SEC,ph Urinario,,,,,0
2020-05-15,1915,SEC,ph Urinario,,,,,0
2020-05-15,1968,SEC,ph Urinario,,,,,0
2020-05-15,1491,2SER,Repetir,Inseminación/Toro,80,,sv 1,0
2020-05-15,2062,VEN,,Enfermedad,,,desplazamiento,0
2020-05-15,2050,SEC,ph Urinario,,,,,0
2020-05-15,260J,SEC,ph Urinario,,,,,0
2020-05-15,1183,SEC,ph Urinario,,,,,0
2020-05-15,2037,2SER,Repetir,Inseminación/Toro,80,,sv 102,0
2020-05-15,247J,SEC,ph Urinario,,,,,0
2020-05-15,2018,SEC,ph Urinario,,,,,0
2020-05-15,1850,SEC,ph Urinario,,,,,0
2020-05-15,1950,SEC,ph Urinario,,,,,0
2020-05-15,1451,SEC,ph Urinario,,,,,0
2020-05-15,1640,SEC,ph Urinario,,,,,0
2020-05-15,1939,SEC,ph Urinario,,,,,0
2020-05-15,1816,SEC,ph Urinario,,,,,0
2020-05-14,1720,VEN,,Enfermedad,,,descaderada,0
2020-05-13,1846,CA,>,,,,,0
2020-05-13,8010,CA,>,,,,,0
2020-05-13,2066,CA,>,,,,,0
2020-05-13,1769B,CA,>,,,,,0
2020-05-12,1630,2SER,Repetir,Inseminación/Toro,80,,sv 102,0
2020-05-12,1040,2SER,Repetir,Inseminación,110,FERNANDO,15:00,0
2020-05-12,1872,2SER,Repetir,Inseminación/Toro,80,,sv 102,0
2020-05-12,1955,2SER,Repetir,Inseminación,110,FERNANDO,15:00,0
2020-05-11,1702,CA,>,,,,,0
2020-05-11,1584,2SER,Repetir,Inseminación,102,FERNANDO,,0
2020-05-11,239J,2SER,Repetir,Inseminación,108,FERNANDO,5:00,0
2020-05-11,242J,CA,>,,,,,0
2020-05-11,1931,EXREP,SUCIA,,,,prostal,0
2020-05-10,1931,1PAR,>,M,20,,,0
2020-05-10,1921,CA,>,,,,,0
2020-05-09,1737,ABO,>,,,,,0
2020-05-09,1718,CA,>,,,,,0
2020-05-09,1681,2SER,Repetir,Ovsynch,103,NELSON,5:35,0
2020-05-09,1689,CA,>,,,,,0
2020-05-09,1976,2SER,Repetir,Ovsynch,103,FERNANDO,5:30,0
2020-05-09,1902,2SER,Repetir,Ovsynch,110,FERNANDO,5:00,0
2020-05-09,264J,2SER,Repetir,Ovsynch,20,NELSON,5:00,0
2020-05-09,20B,CA,>,,,,,0
2020-05-09,1737,1PAR,>,ABORTO,101,,,0
2020-05-09,1270,2SER,Repetir,Ovsynch,110,FERNANDO,5:00,0
2020-05-09,1658,2SER,Repetir,Inseminación,110,FERNANDO,5:00,0
2020-05-09,1993,2SER,Repetir,Inseminación,103,NELSON,15:00,0
2020-05-09,1145,2SER,Repetir,Ovsynch,110,FERNANDO,5:00,0
2020-05-08,1752B,1PAR,>,M,17,,,0
2020-05-08,1973,2SER,Repetir,Inseminación,76,FERNANDO,,0
2020-05-08,1939,CA,>,,,,,0
2020-05-07,1845,EXREP,DESCARTE,,,,no dio leche,0
2020-05-07,1582,1PAR,>,H,29,,,0
2020-05-07,1825,2SER,Repetir,Inseminación/Toro,80,,sv 102,0
2020-05-06,1815,EXREP,INR,,,,,0
2020-05-06,1700,ECOGR,Positivo,,1,,gestavec,0
2020-05-06,1800,EXREP,Lactoinducir,,,,,0
2020-05-06,1755B,ECO2,Positivo,,,,,0
2020-05-06,1735B,EXREP,Lactoinducir,,,,No sv,0
2020-05-06,2032,EXREP,OVSYN,,,,"o.lisos, belamyl",0
2020-05-06,8100,EXREP,SUCIA,,,,prostal,0
2020-05-06,20B,EXREP,Lactoinducir,,,,,0
2020-05-06,1900,DPR,Cargada,,108,,sexar,0
2020-05-06,1846,ECOGR,Negativo,,,,secar y lacto,0
2020-05-06,9037,ECOGR,Positivo,,103,,,0
2020-05-06,250J,EXREP,INR,,,,,0
2020-05-06,1880,EXREP,SUCIA,,,,cefalexina 15x4,0
2020-05-06,7096,ECOGR,Negativo,,,,,0
2020-05-06,9152,EXREP,INR,,,,,0
2020-05-06,243J,ECO2,Positivo,,,,,0
2020-05-06,1573,DPR,Cargada Macho,,110,,,0
2020-05-06,1929,EXREP,INR,,,,belamyl,0
2020-05-06,1697,VAREP,,,,,,0
2020-05-06,1930,DP5,Cargada,,,,,0
2020-05-06,1735,EXREP,OVSYN,,,,,0
2020-05-06,9176,VAREP,,,,,,0
2020-05-06,1932,ECO2,Positivo,,,,gestavec,0
2020-05-06,2018,DPSEC,Positivo,,,,,0
2020-05-06,8215,EXREP,INR,,,,,0
2020-05-06,1660,DPSEC,Positivo,,,,,0
2020-05-06,245J,DP5,Cargada,,,,,0
2020-05-06,1045,EXREP,RETE,,,,prostal ya tiene pentriand,0
2020-05-06,1735,OVSYN,.,,,,,0
2020-05-06,2039,VAREP,,,,,,0
2020-05-06,1827,EXREP,METRITIS,,,,prostal pentriland,0
2020-05-06,1693,ECOGR,Negativo,,,,ME prostal no sv,0
2020-05-06,2039,EXREP,INR,,,,belamyl,0
2020-05-06,2035,EXREP,INR,,,,,0
2020-05-06,8093,DP5,Cargada,,,,,0
2020-05-06,1689,ECOGR,Negativo,,,,ME prostal no sv,0
2020-05-06,1671,EXREP,OVSYN,,,,,0
2020-05-06,9188,EXREP,O. LISOS,,,,belamyl,0
2020-05-06,1681,ECOGR,Negativo  OVS2,,,,,0
2020-05-06,9176,EXREP,INR,,,,,0
2020-05-06,1902,ECOGR,Negativo  OVS2,,,,,0
2020-05-06,1902,OVS2,32,,,,,0
2020-05-06,2034,DPR,Cargada Macho,,1,,,0
2020-05-06,2066,ABO,>,,,,,0
2020-05-06,8223,ECO2,Positivo,,,,,0
2020-05-06,1875,EXREP,INR,,,,,0
2020-05-06,1481,ECOGR,Dudoso,,,,,0
2020-05-06,1820,ECO2,Positivo,,,,,0
2020-05-06,1801,ECOGR,Dudoso,,,,,0
2020-05-06,2062,ECOGR,Dudoso,,,,,0
2020-05-06,1196,ECOGR,Negativo,,,,Lacto,0
2020-05-06,1850,DPSEC,Positivo,,,,,0
2020-05-06,1640,ECOGR,Negativo,,,,"secar y lacto, operar ojo",0
2020-05-06,260J,DPSEC,Positivo,,,,,0
2020-05-06,1877,ECO2,Positivo,,,,,0
2020-05-06,1718,ECOGR,Negativo,,,,prostal no sv,0
2020-05-06,1932,COJ,,,,,,0
2020-05-06,1704,DPR,Cargada,,80,,,0
2020-05-06,1769B,VAREP,,,,,,0
2020-05-06,7031,ECOGR,Positivo,,103,,gestavec,0
2020-05-06,9120,REABS,0,,,,,0
2020-05-06,1921,ECOGR,Negativo,,,,Lacto,0
2020-05-06,1681,OVS2,32,,,,,0
2020-05-06,20B,ECOGR,Negativo,,,,,0
2020-05-06,1697,EXREP,SUCIA,,,,prostal,0
2020-05-06,2066,DP5,Cargada,,,,posible aborto,0
2020-05-06,1774B,ECOGR,Positivo,,110,,,0
2020-05-06,1874,ECO2,Positivo,,,,,0
2020-05-06,9092,EXREP,INR,,,,,0
2020-05-06,1913,OVSYN,.,,,,dispositivo,0
2020-05-06,1913,EXREP,OVSYN,,,,o.lisos belamy,0
2020-05-06,1469,DP5,Cargada,,,,,0
2020-05-06,1184,EXREP,INR,,,,,0
2020-05-06,1672,DP5,Cargada,,,,,0
2020-05-06,1618,ECOGR,Negativo,,,,Lacto,0
2020-05-06,1781,DPR,Cargada Macho,,80,,,0
2020-05-06,1590,ECOGR,Negativo,,,,"o.lisos belamyl, prostal sv",0
2020-05-06,1939,EXREP,Lactoinducir,,,,,0
2020-05-06,2009,DPSEC,Positivo,,,,,0
2020-05-06,1847,ECO2,Positivo,,,,,0
2020-05-06,1858,DP5,Cargada,,,,,0
2020-05-06,1689,REABS,0,,,,,0
2020-05-06,25B,DP5,Cargada,,,,,0
2020-05-06,1629,EXREP,O. LISOS,,,,belamyl,0
2020-05-06,1769B,EXREP,INR,,,,,0
2020-05-06,2006,EXREP,INR,,,,,0
2020-05-06,CC1,VAREP,,,,,,0
2020-05-06,1845,EXREP,INR,,,,revisar no da leche,0
2020-05-06,1534,EXREP,INR,,,,,0
2020-05-06,2029,ECOGR,Positivo,,16,,,0
2020-05-06,9120,ECO2,Negativo,,,,ME prostal no sv,0
2020-05-06,1234,OVSYN,.,,,,,0
2020-05-06,1702,EXREP,INR,,,,,0
2020-05-06,1534,VAREP,,,,,,0
2020-05-06,1950,EXREP,Lactoinducir,,,,,0
2020-05-06,1950,ECOGR,Negativo,,,,Lacto no sv,0
2020-05-06,1999,ECOGR,Negativo Ovsyn,,,,,0
2020-05-06,264J,OVS2,32,,,,,0
2020-05-06,1264,EXREP,SUCIA,,,,prostal 3 b oxi,0
2020-05-06,264J,ECOGR,Negativo  OVS2,,,,,0
2020-05-06,1840,EXREP,SUCIA,,,,prostal,0
2020-05-06,1285,EXREP,Lactoinducir,,,,,0
2020-05-06,1988,EXREP,OVSYN,,,,,0
2020-05-06,1976,OVS2,32,,,,,0
2020-05-06,1988,OVSYN,.,,,,,0
2020-05-06,1285,CA,>,,,,,0
2020-05-06,1285,ECOGR,Negativo,,,,no sv lacto,0
2020-05-06,1976,ECOGR,Negativo  OVS2,,,,,0
2020-05-06,262J,OVSYN,.,,,,,0
2020-05-06,1311,EXREP,OVSYN,,,,,0
2020-05-06,1311,OVSYN,.,,,,,0
2020-05-06,1270,OVS2,32,,,,,0
2020-05-06,1982,ECO2,Positivo,,,,,0
2020-05-06,262J,EXREP,OVSYN,,,,,0
2020-05-06,1270,ECOGR,Negativo  OVS2,,,,,0
2020-05-06,1671,OVSYN,.,,,,,0
2020-05-06,1999,OVSYN,.,,,,,0
2020-05-06,1145,ECOGR,Negativo  OVS2,,,,,0
2020-05-06,9165,ECOGR,Dudoso,,,,poco liquido,0
2020-05-06,1881,OVSYN,.,,,,,0
2020-05-06,242J,EXREP,SUCIA,,,,prostal 1 b oxi,0
2020-05-06,1641,EXREP,INR,,,,,0
2020-05-06,247J,DPSEC,Positivo,,,,,0
2020-05-06,1939,ECOGR,Negativo,,,,Lacto,0
2020-05-06,8234,OVSYN,.,,,,,0
2020-05-06,8234,EXREP,OVSYN,,,,dispositivo,0
2020-05-06,1921,EXREP,Lactoinducir,,,,,0
2020-05-06,1183,EXREP,DESCARTE,,,,no dio leche,0
2020-05-06,2032,OVSYN,.,,,,dispositivo,0
2020-05-06,1618,EXREP,Lactoinducir,,,,,0
2020-05-06,1690,EXREP,O. LISOS,,,,belamyl,0
2020-05-06,1406,OVSYN,.,,,,,0
2020-05-06,2019,DPR,Cargada Hembra,,1,,,0
2020-05-06,1145,OVS2,32,,,,,0
2020-05-06,2032,VAREP,,,,,,0
2020-05-06,1682,EXREP,METRITIS,,,,prostal cefalexina 15x4 ya,0
2020-05-06,1406,EXREP,OVSYN,,,,,0
2020-05-06,261J,DPR,Cargada Hembra,,1,,,0
2020-05-06,2437,EXREP,INR,,,,,0
2020-05-06,1184,VAREP,,,,,,0
2020-05-06,1234,ECOGR,Negativo Ovsyn,,,,,0
2020-05-06,2033,DPR,Cargada Hembra,,1,,,0
2020-05-06,2081,ECOGR,Negativo Ovsyn,,,,QOD,0
2020-05-06,2081,OVSYN,.,,,,,0
2020-05-06,1656,ECO2,Positivo,,,,,0
2020-05-06,1598,EXREP,DESCARTE,,,,no dio leche,0
2020-05-06,1174,ECO2,Positivo,,,,,0
2020-05-06,1693,REABS,0,,,,,0
2020-05-06,1746B,DPR,Cargada Hembra,,80,,,0
2020-05-06,1867,ECOGR,Positivo,,20,,"gestavec, placenta anormla",0
2020-05-06,1881,ECOGR,Negativo Ovsyn,,,,,0
2020-05-06,CC1,EXREP,INR,,,,,0
2020-05-06,9195,OVSYN,.,,,,dispositivo,0
2020-05-06,9195,EXREP,OVSYN,,,,"o.lisos, belamy",0
2020-05-04,238J,2SER,Repetir,Inseminación,110,FERNANDO,4:00,0
2020-05-04,2006,CA,>,,,,,0
2020-05-03,1929,VAREP,,,,,,0
2020-05-03,1815,1PAR,>,M,80,,,0
2020-05-02,1040,2SER,Repetir,Ovsynch,110,FERNANDO,4:30,0
2020-05-02,1641,1PAR,>,H,27,,,0
2020-05-02,1716,2SER,Repetir,Ovsynch,112,NELSON,6:30,0
2020-05-02,1148,2SER,Repetir,Ovsynch,108,FERNANDO,4:30,0
2020-05-02,1771,2SER,Repetir,Ovsynch,103,NELSON,5:30,0
2020-05-02,1987,2SER,Repetir,Ovsynch,108,FERNANDO,5;00,0
2020-05-02,8096,2SER,Repetir,Ovsynch,103,NELSON,6:05,0
2020-05-02,2042,2SER,Repetir,Ovsynch,103,NELSON,5:50,0
2020-05-02,1049,2SER,Repetir,Ovsynch,110,FERNANDO,4:30,0
2020-05-02,1634,2SER,Repetir,Inseminación,110,FERNANDO,16:00,0
2020-05-02,1085,2SER,Repetir,Ovsynch,110,FERNANDO,4:30,0
2020-05-02,6037,2SER,Repetir,Ovsynch,110,FERNANDO,,0
2020-05-02,1706,2SER,Repetir,Ovsynch,104,NELSON,6:15,0
2020-05-02,8138,2SER,Repetir,Ovsynch,110,FERNANDO,,0
2020-05-02,1994,2SER,Repetir,Ovsynch,103,NELSON,5:55,0
2020-05-02,1420,2SER,Repetir,Ovsynch,110,FERNANDO,4:30,0
2020-05-02,1985,2SER,Repetir,Ovsynch,111,NELSON,5:35,0
2020-05-02,1475,2SER,Repetir,Ovsynch,110,FERNANDO,4:30,0
2020-05-02,1904,2SER,Repetir,Ovsynch,102,FERNANDO,4:30,0
2020-05-02,1953,2SER,Repetir,Ovsynch,103,NELSON,5:45,0
2020-05-01,1785B,2SER,Repetir,Inseminación,108,FERNANDO,15:00,0
2020-05-01,1827,1PAR,>,H.MUERT,1,,,0
2020-05-01,1236,2SER,Repetir,Ovsynch,110,FERNANDO,16:00,0
2020-05-01,1552,2SER,Repetir,Ovsynch,110,FERNANDO,16:00,0
2020-04-30,9092,1PAR,>,H,17,,,0
2020-04-30,1737,SEC,ph Urinario,,,,,0
2020-04-30,1875,CA,>,,,,,0
2020-04-30,1713,SEC,ph Urinario,,,,,0
2020-04-30,1994,EXREP,Lactoinducir,,,,secar y lacto,0
2020-04-30,2053,2SER,Repetir,Ovsynch,102,FERNANDO,15:00,0
2020-04-30,1134,SEC,ph Urinario,,,,,0
2020-04-30,1639,SEC,ph Urinario,,,,,0
2020-04-30,1714,SEC,ph Urinario,,,,,0
2020-04-30,1957,SEC,ph Urinario,,,,,0
2020-04-30,1817,SEC,ph Urinario,,,,,0
2020-04-30,1374,2SER,Repetir,Inseminación,103,NELSON,15:30 gestar,0
2020-04-30,1944,SEC,ph Urinario,,,,,0
2020-04-30,1941,SEC,ph Urinario,,,,,0
2020-04-30,1994,SEC,ph Urinario,,,,,0
2020-04-30,1709,SEC,ph Urinario,,,,,0
2020-04-30,1419,SEC,ph Urinario,,,,,0
2020-04-30,1933,SEC,ph Urinario,,,,,0
2020-04-30,1242,SEC,ph Urinario,,,,,0
2020-04-29,1614,2SER,Repetir,Inseminación,110,FERNANDO,15:00,0
2020-04-28,2437,VABRU,,,,,,0
2020-04-28,1973,VABRU,,,,,,0
2020-04-28,1552,VABRU,,,,,,0
2020-04-28,1658,VABRU,,,,,,0
2020-04-28,1987,VABRU,,,,,,0
2020-04-28,1813,VABRU,,,,,,0
2020-04-28,1939,VABRU,,,,,,0
2020-04-28,1702,CA,>,,,,,0
2020-04-28,1085,VABRU,,,,,,0
2020-04-28,1607,VABRU,,,,,,0
2020-04-28,9165,VABRU,,,,,,0
2020-04-28,1736,VABRU,,,,,,0
2020-04-28,1600,VABRU,,,,,,0
2020-04-28,2062,VABRU,,,,,,0
2020-04-28,1406,VABRU,,,,,,0
2020-04-28,9033,VABRU,,,,,,0
2020-04-28,1866,VABRU,,,,,,0
2020-04-28,2058,VABRU,,,,,,0
2020-04-28,1950,VABRU,,,,,,0
2020-04-28,1955,VABRU,,,,,,0
2020-04-28,1145,VABRU,,,,,,0
2020-04-28,1846,VABRU,,,,,,0
2020-04-28,1787B,VABRU,,,,,,0
2020-04-28,2029,VABRU,,,,,,0
2020-04-28,2023,VABRU,,,,,,0
2020-04-28,2037,VABRU,,,,,,0
2020-04-28,1475,VABRU,,,,,,0
2020-04-28,1470,VABRU,,,,,,0
2020-04-28,1856,VABRU,,,,,,0
2020-04-28,1443,2SER,Repetir,Inseminación/Toro,80,,sv 102,0
2020-04-28,9040,VABRU,,,,,,0
2020-04-28,1236,VABRU,,,,,,0
2020-04-28,1518,VABRU,,,,,,0
2020-04-28,1534,VABRU,,,,,,0
2020-04-28,1788B,VABRU,,,,,,0
2020-04-28,2052,VABRU,,,,,,0
2020-04-28,1735,VABRU,,,,,,0
2020-04-28,1049,VABRU,,,,,,0
2020-04-28,2053,VABRU,,,,,,0
2020-04-28,1723,VABRU,,,,,,0
2020-04-28,1420,VABRU,,,,,,0
2020-04-28,1700,VABRU,,,,,,0
2020-04-28,1769B,VABRU,,,,,,0
2020-04-28,1801,VABRU,,,,,,0
2020-04-28,1491,VABRU,,,,,,0
2020-04-28,1812,VABRU,,,,,,0
2020-04-28,2035,CA,>,,,,,0
2020-04-28,1785B,VABRU,,,,,,0
2020-04-28,1671,VABRU,,,,,,0
2020-04-28,1902,VABRU,,,,,,0
2020-04-28,1913,VABRU,,,,,,0
2020-04-28,1718,VABRU,,,,,,0
2020-04-28,8138,VABRU,,,,,,0
